id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
7868,0.4,Very Good,E,VVS1,63.8,56.0,4.68,4.72,3.0,3,6,6
7869,1.1,Very Good,E,SI2,60.1,62.0,6.65,6.69,4.01,3,6,0
7870,0.54,Ideal,G,VVS2,61.9,55.0,5.2,5.3,3.25,4,3,5
7871,0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,4,2,6
7872,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,1,6,4
7873,1.41,Ideal,G,VS1,60.4,57.0,7.22,7.31,4.39,4,3,4
7874,0.78,Fair,E,SI2,66.9,57.0,5.7,5.66,3.6,0,6,0
7875,0.7,Premium,H,VS1,60.6,59.0,5.81,5.74,3.5,1,2,4
7876,0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71,4,4,7
7877,0.31,Ideal,G,IF,61.5,54.0,4.4,4.41,2.71,4,3,7
7878,0.42,Premium,G,VS1,60.9,58.0,4.84,4.81,2.94,1,3,4
7879,1.21,Premium,G,VVS2,59.6,60.0,6.89,6.91,4.11,1,3,5
7880,0.33,Ideal,H,VS2,61.1,56.0,4.5,4.54,2.76,4,2,3
7881,0.7,Good,F,SI1,64.3,62.0,5.55,5.49,3.55,2,4,2
7882,0.7,Fair,F,I1,65.9,57.0,5.64,5.5,3.67,0,4,1
7883,0.3,Ideal,G,VVS1,61.8,56.0,4.32,4.36,2.68,4,3,6
7884,0.9,Premium,E,SI1,62.2,59.0,6.21,6.16,3.88,1,6,2
7885,0.35,Very Good,D,VS1,63.0,57.0,4.48,4.51,2.83,3,5,4
7886,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,1,6,1
7887,0.71,Ideal,E,VS2,60.3,56.0,5.8,5.84,3.51,4,6,3
7888,0.3,Ideal,E,VS2,62.1,55.0,4.35,4.32,2.69,4,6,3
7889,1.07,Ideal,I,VS2,62.1,56.0,6.61,6.53,4.08,4,1,3
7890,0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,4,5,0
7891,0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1,0,4
7892,0.54,Ideal,D,VS2,61.9,55.0,5.23,5.24,3.24,4,5,3
7893,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,4,2,3
7894,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,4,0,2
7895,0.32,Premium,H,VS2,62.3,57.0,4.39,4.37,2.73,1,2,3
7896,0.9,Good,G,IF,61.8,61.0,6.12,6.17,3.8,2,3,7
7897,2.19,Very Good,I,SI2,60.3,60.0,8.29,8.33,5.01,3,1,0
7898,0.41,Ideal,G,VVS1,62.1,55.0,4.74,4.79,2.96,4,3,6
7899,0.53,Premium,E,SI1,62.1,58.0,5.11,5.19,3.2,1,6,2
7900,0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,0,4,6
7901,0.61,Very Good,I,SI1,63.4,55.0,5.39,5.43,3.43,3,1,2
7902,0.59,Very Good,E,VS1,61.6,61.0,5.34,5.37,3.3,3,6,4
7903,0.33,Ideal,G,VS1,61.9,56.0,4.48,4.44,2.76,4,3,4
7904,0.27,Ideal,G,VS1,62.3,56.0,4.14,4.16,2.58,4,3,4
7905,0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,4,2,0
7906,0.42,Premium,E,SI1,60.0,58.0,4.85,4.89,2.92,1,6,2
7907,1.22,Premium,H,SI2,60.2,56.0,6.96,6.93,4.18,1,2,0
7908,0.53,Very Good,E,SI1,61.6,58.0,5.19,5.23,3.21,3,6,2
7909,0.74,Ideal,E,SI1,62.6,56.0,5.74,5.7,3.58,4,6,2
7910,0.97,Ideal,I,I1,61.6,53.0,6.4,6.43,3.95,4,1,1
7911,1.01,Very Good,E,VS1,62.0,57.0,6.46,6.38,3.98,3,6,4
7912,0.4,Ideal,J,VS1,61.5,58.0,4.73,4.76,2.92,4,0,4
7913,0.31,Ideal,G,IF,61.4,55.0,4.36,4.4,2.69,4,3,7
7914,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,4,2,2
7915,1.26,Premium,F,VS1,62.7,58.0,6.93,6.86,4.32,1,4,4
7916,0.91,Very Good,F,VS1,62.4,59.0,6.15,6.16,3.84,3,4,4
7917,1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99,4,6,0
7918,0.71,Ideal,G,SI1,62.5,57.0,5.72,5.64,3.55,4,3,2
7919,0.74,Premium,E,SI2,61.3,59.0,5.83,5.78,3.56,1,6,0
7920,0.48,Ideal,G,SI1,61.4,56.0,5.02,5.07,3.1,4,3,2
7921,0.61,Good,F,VS1,61.9,60.0,5.39,5.41,3.34,2,4,4
7922,0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,4,4,0
7923,0.33,Premium,G,VVS2,62.8,57.0,4.47,4.39,2.78,1,3,5
7924,2.5,Good,J,VS2,62.0,58.0,8.63,8.6,5.34,2,0,3
7925,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,1,1,3
7926,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,4,2,0
7927,1.35,Very Good,I,SI2,61.0,60.0,7.09,7.15,4.34,3,1,0
7928,1.02,Ideal,D,SI1,61.7,56.0,6.4,6.49,3.97,4,5,2
7929,0.4,Ideal,E,VS2,62.6,57.0,4.7,4.73,2.95,4,6,3
7930,0.92,Premium,E,SI1,59.8,59.0,6.33,6.37,3.8,1,6,2
7931,1.01,Premium,H,SI2,61.9,60.0,6.43,6.4,3.97,1,2,0
7932,0.3,Premium,H,IF,62.9,58.0,4.29,4.26,2.69,1,2,7
7933,0.63,Ideal,E,VS1,61.9,55.0,5.46,5.5,3.4,4,6,4
7934,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4,2,2
7935,0.71,Fair,F,SI1,57.0,68.0,6.05,5.87,3.4,0,4,2
7936,0.4,Ideal,G,VVS1,60.8,54.0,4.8,4.83,2.93,4,3,6
7937,0.91,Very Good,D,VS1,62.5,56.0,6.14,6.18,3.85,3,5,4
7938,0.59,Ideal,E,SI1,61.4,56.0,5.39,5.36,3.3,4,6,2
7939,1.03,Ideal,H,VS2,61.2,56.0,6.5,6.53,3.98,4,2,3
7940,0.71,Good,F,SI1,63.9,57.0,5.57,5.61,3.57,2,4,2
7941,0.42,Ideal,D,SI1,61.7,56.0,4.79,4.83,2.97,4,5,2
7942,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,3,1,4
7943,1.5,Very Good,D,SI2,59.8,63.0,7.44,7.38,4.43,3,5,0
7944,0.54,Ideal,H,SI1,62.1,56.0,5.18,5.26,3.24,4,2,2
7945,1.5,Good,I,VS2,57.8,60.0,7.54,7.5,4.35,2,1,3
7946,0.46,Good,I,VVS1,63.5,57.0,4.85,4.91,3.1,2,1,6
7947,1.06,Ideal,I,VS1,61.1,56.0,6.59,6.61,4.03,4,1,4
7948,0.54,Premium,F,VS2,59.5,58.0,5.36,5.29,3.17,1,4,3
7949,0.3,Good,D,VVS2,63.6,55.0,4.25,4.31,2.72,2,5,5
7950,0.9,Good,E,SI1,63.8,56.0,6.09,6.17,3.91,2,6,2
7951,0.5,Good,F,VS2,61.3,61.0,5.05,5.1,3.11,2,4,3
7952,0.5,Ideal,D,VS2,60.1,59.0,5.14,5.17,3.1,4,5,3
7953,1.64,Ideal,I,VS2,60.6,57.0,7.66,7.69,4.65,4,1,3
7954,1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48,3,3,5
7955,0.42,Ideal,D,VVS2,61.7,57.0,4.82,4.8,2.97,4,5,5
7956,0.5,Very Good,J,SI2,60.7,57.0,5.11,5.13,3.11,3,0,0
7957,0.77,Premium,F,SI1,60.0,61.0,5.97,5.93,3.57,1,4,2
7958,0.41,Ideal,G,SI2,60.9,56.0,4.84,4.81,2.94,4,3,0
7959,0.32,Ideal,G,VVS2,62.0,55.0,4.4,4.44,2.74,4,3,5
7960,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,1,2,2
7961,1.12,Premium,H,SI2,62.4,58.0,6.58,6.63,4.12,1,2,0
7962,0.4,Very Good,G,VS1,62.9,54.8,4.71,4.76,2.98,3,3,4
7963,1.0,Ideal,H,SI1,61.4,55.0,6.49,6.44,3.97,4,2,2
7964,0.34,Ideal,F,VS1,61.1,55.0,4.53,4.57,2.78,4,4,4
7965,0.3,Ideal,D,VS2,61.8,55.0,4.34,4.3,2.67,4,5,3
7966,0.3,Premium,E,SI2,61.6,61.0,4.29,4.25,2.63,1,6,0
7967,0.7,Ideal,F,VS2,62.0,57.0,5.71,5.67,3.53,4,4,3
7968,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,4,6,6
7969,0.35,Very Good,F,SI2,61.2,55.0,4.56,4.57,2.79,3,4,0
7970,1.01,Ideal,E,VS1,62.7,55.0,6.4,6.45,4.03,4,6,4
7971,2.26,Ideal,H,SI2,62.2,56.0,8.38,8.35,5.2,4,2,0
7972,1.03,Fair,G,SI2,65.6,58.0,6.3,6.26,4.12,0,3,0
7973,1.01,Good,H,SI1,63.7,60.0,6.35,6.3,4.03,2,2,2
7974,0.5,Premium,F,VS2,62.4,60.0,5.08,5.05,3.16,1,4,3
7975,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,4,4,3
7976,0.25,Very Good,G,VVS1,59.4,63.0,4.07,4.11,2.43,3,3,6
7977,2.19,Premium,H,SI1,61.6,58.0,8.35,8.3,5.13,1,2,2
7978,0.57,Ideal,E,SI1,61.5,56.0,5.32,5.35,3.28,4,6,2
7979,0.32,Ideal,E,VS1,61.5,56.0,4.38,4.4,2.7,4,6,4
7980,0.5,Very Good,D,VS2,63.3,58.0,5.03,5.05,3.19,3,5,3
7981,1.22,Ideal,I,SI1,61.9,56.0,6.87,6.83,4.24,4,1,2
7982,0.41,Good,I,VS1,63.7,57.0,4.67,4.72,2.99,2,1,4
7983,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,0,4,2
7984,0.71,Fair,H,SI1,65.9,57.0,5.54,5.48,3.63,0,2,2
7985,1.0,Premium,E,VS2,60.0,60.0,6.43,6.43,3.89,1,6,3
7986,1.01,Premium,H,SI1,60.5,58.0,6.47,6.39,3.89,1,2,2
7987,1.62,Ideal,E,VS2,61.4,57.0,7.58,7.54,4.64,4,6,3
7988,1.02,Very Good,F,SI1,60.7,59.0,6.49,6.55,3.96,3,4,2
7989,0.23,Good,G,VVS1,56.2,60.0,4.14,4.19,2.34,2,3,6
7990,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,4,3,2
7991,0.7,Very Good,I,SI1,63.0,56.0,5.61,5.66,3.55,3,1,2
7992,0.43,Ideal,H,SI1,61.9,55.0,4.84,4.88,3.01,4,2,2
7993,0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,4,2,4
7994,1.01,Premium,E,SI1,62.8,57.0,6.41,6.37,4.01,1,6,2
7995,0.33,Ideal,E,VVS2,61.0,54.0,4.49,4.52,2.75,4,6,5
7996,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,3,2,3
7997,0.31,Premium,I,SI1,61.4,61.0,4.39,4.34,2.68,1,1,2
7998,0.51,Ideal,E,VS2,62.0,54.0,5.13,5.1,3.17,4,6,3
7999,1.57,Very Good,H,SI1,62.4,58.0,7.39,7.49,4.64,3,2,2
8000,1.01,Very Good,E,SI1,63.1,57.0,6.33,6.44,4.03,3,6,2
8001,1.52,Premium,E,SI2,62.0,62.0,7.2,7.13,4.44,1,6,0
8002,1.01,Premium,E,VS2,58.0,61.0,6.53,6.5,3.94,1,6,3
8003,0.58,Very Good,F,SI1,63.1,57.0,5.28,5.31,3.34,3,4,2
8004,1.09,Premium,I,SI1,61.6,61.0,6.64,6.57,4.07,1,1,2
8005,0.42,Premium,E,VS1,62.2,59.0,4.76,4.79,2.97,1,6,4
8006,0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,4,3,7
8007,0.9,Very Good,F,SI2,61.0,61.0,6.14,6.18,3.76,3,4,0
8008,0.53,Ideal,H,VS1,61.7,56.0,5.21,5.23,3.22,4,2,4
8009,1.51,Ideal,G,VS2,62.3,54.0,7.35,7.33,4.57,4,3,3
8010,0.45,Ideal,F,VVS1,61.8,55.0,4.92,4.95,3.05,4,4,6
8011,0.41,Ideal,G,IF,62.4,54.0,4.77,4.82,2.99,4,3,7
8012,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,3,5,3
8013,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,4,6,3
8014,0.7,Very Good,H,VS2,63.0,55.4,5.67,5.7,3.58,3,2,3
8015,0.57,Ideal,H,VVS1,61.6,56.0,5.32,5.35,3.28,4,2,6
8016,1.04,Premium,G,SI1,62.7,59.0,6.47,6.41,4.04,1,3,2
8017,0.3,Ideal,I,VVS2,62.1,56.0,4.29,4.31,2.67,4,1,5
8018,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,4,6,2
8019,2.32,Premium,I,SI1,61.2,58.0,8.57,8.52,5.23,1,1,2
8020,0.3,Ideal,E,VVS2,61.9,59.0,4.27,4.3,2.65,4,6,5
8021,0.72,Very Good,I,VS2,63.3,55.0,5.7,5.74,3.62,3,1,3
8022,0.9,Good,H,SI1,59.0,62.0,6.23,6.27,3.69,2,2,2
8023,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,3,1,4
8024,1.51,Very Good,E,VS2,63.2,56.0,7.28,7.22,4.58,3,6,3
8025,0.51,Ideal,H,SI2,62.1,55.0,5.12,5.14,3.18,4,2,0
8026,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,1,1,0
8027,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,3,5,3
8028,1.03,Ideal,F,VS2,62.3,56.0,6.52,6.49,4.05,4,4,3
8029,1.14,Premium,J,SI2,62.3,56.0,6.73,6.66,4.17,1,0,0
8030,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,4,6,5
8031,0.3,Very Good,D,VS2,62.5,58.0,4.26,4.29,2.67,3,5,3
8032,0.61,Ideal,F,VVS2,61.5,55.0,5.47,5.53,3.38,4,4,5
8033,1.01,Very Good,F,VS2,62.8,59.0,6.33,6.41,4.0,3,4,3
8034,0.55,Ideal,F,VS2,61.7,56.0,5.26,5.3,3.26,4,4,3
8035,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,3,1,3
8036,1.06,Very Good,D,SI2,60.1,58.0,6.6,6.64,3.98,3,5,0
8037,1.66,Very Good,G,VS2,63.2,56.0,7.61,7.49,4.77,3,3,3
8038,0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87,1,2,2
8039,1.34,Premium,H,SI2,61.6,60.0,7.05,6.97,4.32,1,2,0
8040,1.21,Premium,F,SI1,61.1,61.0,6.78,6.74,4.13,1,4,2
8041,0.33,Ideal,G,IF,61.6,53.0,4.43,4.47,2.74,4,3,7
8042,1.0,Very Good,F,SI2,61.3,61.0,6.36,6.39,3.91,3,4,0
8043,0.3,Very Good,E,SI2,61.9,58.0,4.28,4.31,2.66,3,6,0
8044,0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3,6,4
8045,0.72,Very Good,E,VS2,62.9,57.0,5.68,5.73,3.59,3,6,3
8046,0.31,Ideal,G,VS2,62.0,57.0,4.37,4.34,2.7,4,3,3
8047,1.19,Ideal,F,VVS2,60.8,57.0,6.85,6.83,4.16,4,4,5
8048,1.13,Ideal,F,SI1,59.6,57.0,6.83,6.79,4.06,4,4,2
8049,2.05,Premium,G,SI2,60.1,59.0,8.3,8.2,4.96,1,3,0
8050,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,3,6,5
8051,0.73,Ideal,E,SI1,60.1,56.0,5.91,5.87,3.54,4,6,2
8052,1.05,Premium,H,SI1,61.9,58.0,6.45,6.5,4.01,1,2,2
8053,0.31,Ideal,H,VS2,63.0,57.0,4.34,4.32,2.73,4,2,3
8054,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1,2,2
8055,1.09,Good,F,SI2,63.2,58.0,6.49,6.54,4.12,2,4,0
8056,1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6,1,3,4
8057,0.71,Ideal,E,VS1,59.7,57.0,5.84,5.86,3.49,4,6,4
8058,1.17,Good,D,SI2,57.4,59.0,7.02,6.95,4.01,2,5,0
8059,1.03,Premium,E,SI2,61.4,58.0,6.49,6.45,3.97,1,6,0
8060,2.29,Very Good,H,SI2,63.4,57.0,8.4,8.33,5.3,3,2,0
8061,0.72,Ideal,H,SI2,61.3,55.0,5.78,5.81,3.55,4,2,0
8062,1.01,Ideal,G,VS1,61.5,56.0,6.48,6.43,3.97,4,3,4
8063,0.7,Ideal,D,SI2,62.1,55.0,5.68,5.73,3.54,4,5,0
8064,0.56,Premium,F,SI1,60.8,58.0,5.31,5.34,3.24,1,4,2
8065,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2,1,0
8066,0.36,Premium,G,SI2,62.4,58.0,4.58,4.56,2.85,1,3,0
8067,0.9,Very Good,F,SI2,61.8,60.0,6.13,6.14,3.79,3,4,0
8068,1.26,Premium,F,VS1,62.7,58.0,6.86,6.93,4.32,1,4,4
8069,0.72,Premium,J,SI1,62.1,59.0,5.75,5.71,3.56,1,0,2
8070,0.53,Ideal,G,VS2,60.9,56.0,5.25,5.21,3.18,4,3,3
8071,1.65,Ideal,E,SI2,58.7,56.0,7.76,7.73,4.55,4,6,0
8072,1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05,2,6,0
8073,1.1,Premium,E,SI1,62.9,58.0,6.62,6.55,4.14,1,6,2
8074,0.52,Premium,F,SI1,58.6,61.0,5.3,5.28,3.1,1,4,2
8075,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,1,2,0
8076,0.3,Ideal,G,VVS1,62.6,54.0,4.25,4.28,2.67,4,3,6
8077,0.6,Ideal,E,VS1,61.7,55.0,5.41,5.44,3.35,4,6,4
8078,0.3,Ideal,F,VVS1,61.8,54.0,4.34,4.36,2.69,4,4,6
8079,4.13,Fair,H,I1,64.8,61.0,10.0,9.85,6.43,0,2,1
8080,1.23,Premium,G,VS1,59.6,60.0,6.94,6.99,4.15,1,3,4
8081,1.55,Ideal,I,VS1,61.2,55.0,7.49,7.47,4.58,4,1,4
8082,0.91,Very Good,D,SI1,63.1,59.0,6.14,6.1,3.86,3,5,2
8083,0.6,Good,I,VS1,60.1,62.0,5.42,5.49,3.28,2,1,4
8084,1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,3,5,2
8085,1.24,Ideal,F,SI2,61.7,57.0,6.91,6.86,4.25,4,4,0
8086,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,4,4,7
8087,0.51,Ideal,E,VS2,62.0,56.0,5.11,5.15,3.18,4,6,3
8088,0.31,Premium,H,VS1,61.4,56.0,4.39,4.37,2.69,1,2,4
8089,1.06,Ideal,H,SI1,61.4,55.0,6.62,6.58,4.05,4,2,2
8090,1.2,Very Good,F,SI2,63.3,59.0,6.7,6.66,4.23,3,4,0
8091,1.08,Good,J,VS2,64.3,58.0,6.46,6.44,4.15,2,0,3
8092,0.9,Premium,G,SI1,62.7,59.0,6.1,6.14,3.84,1,3,2
8093,0.35,Very Good,G,VVS2,62.8,58.0,4.44,4.48,2.8,3,3,5
8094,0.51,Very Good,E,SI1,62.9,55.0,5.06,5.12,3.2,3,6,2
8095,0.34,Good,D,SI1,63.1,57.0,4.44,4.46,2.81,2,5,2
8096,0.5,Premium,E,VS2,61.0,59.0,5.13,5.07,3.11,1,6,3
8097,0.37,Very Good,H,VS2,63.5,59.0,4.51,4.55,2.88,3,2,3
8098,0.71,Good,F,VS2,57.8,60.0,5.87,5.9,3.4,2,4,3
8099,0.7,Fair,F,SI2,57.1,64.0,5.81,5.86,3.33,0,4,0
8100,1.0,Good,E,SI1,62.6,61.0,6.29,6.32,3.95,2,6,2
8101,1.67,Ideal,F,VS2,61.8,57.0,7.62,7.58,4.7,4,4,3
8102,0.43,Ideal,G,IF,61.3,55.0,4.86,4.89,2.99,4,3,7
8103,0.7,Premium,F,SI2,58.8,58.0,5.82,5.77,3.41,1,4,0
8104,0.31,Ideal,G,SI2,61.6,55.6,4.34,4.37,2.69,4,3,0
8105,0.52,Ideal,H,VVS1,60.7,57.0,5.23,5.25,3.18,4,2,6
8106,1.5,Good,E,SI1,58.9,61.0,7.43,7.5,4.4,2,6,2
8107,0.72,Very Good,E,SI2,62.2,59.0,5.72,5.79,3.58,3,6,0
8108,0.3,Ideal,I,VS1,61.6,56.0,4.36,4.31,2.67,4,1,4
8109,1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96,1,6,0
8110,0.5,Ideal,E,VS2,60.5,56.0,5.18,5.16,3.13,4,6,3
8111,1.01,Very Good,G,VS2,61.6,58.0,6.4,6.45,3.96,3,3,3
8112,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,4,2,2
8113,1.59,Very Good,H,VS2,60.7,61.1,7.5,7.56,4.57,3,2,3
8114,0.3,Premium,F,VS2,62.5,58.0,4.28,4.26,2.67,1,4,3
8115,0.52,Ideal,E,VVS2,61.8,56.0,5.16,5.19,3.2,4,6,5
8116,1.1,Premium,E,SI1,60.7,55.0,6.75,6.66,4.07,1,6,2
8117,0.41,Premium,G,SI1,61.5,59.0,4.78,4.75,2.93,1,3,2
8118,0.7,Premium,I,VS2,60.8,59.0,5.68,5.71,3.46,1,1,3
8119,1.01,Ideal,G,VVS2,61.6,54.0,6.51,6.55,4.02,4,3,5
8120,0.8,Ideal,G,SI1,62.5,57.0,5.94,5.9,3.7,4,3,2
8121,0.3,Ideal,G,IF,62.2,55.0,4.3,4.32,2.68,4,3,7
8122,1.53,Ideal,G,VS1,62.2,56.0,7.36,7.31,4.56,4,3,4
8123,0.72,Ideal,H,VS1,61.9,56.0,5.78,5.73,3.56,4,2,4
8124,1.23,Premium,I,SI2,62.4,58.0,6.86,6.82,4.27,1,1,0
8125,0.4,Premium,I,VVS1,59.5,59.0,4.76,4.79,2.84,1,1,6
8126,1.5,Premium,J,SI2,61.3,59.0,7.38,7.33,4.51,1,0,0
8127,2.32,Premium,J,SI2,59.0,59.0,8.69,8.64,5.11,1,0,0
8128,0.53,Good,F,SI1,63.8,56.0,5.16,5.13,3.28,2,4,2
8129,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,2,1,4
8130,1.15,Ideal,F,VVS2,62.1,55.0,6.69,6.74,4.17,4,4,5
8131,1.21,Premium,G,VVS1,60.1,61.0,6.92,6.85,4.14,1,3,6
8132,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,4,3,5
8133,0.9,Very Good,D,SI1,62.8,59.0,6.14,6.18,3.87,3,5,2
8134,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,3,3,0
8135,1.21,Premium,G,VS2,63.0,58.0,6.72,6.67,4.22,1,3,3
8136,0.56,Premium,G,SI1,61.7,58.0,5.31,5.29,3.27,1,3,2
8137,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,3,3,4
8138,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,4,3,5
8139,1.09,Very Good,H,VS1,60.2,61.0,6.66,6.7,4.02,3,2,4
8140,0.44,Very Good,E,VS1,59.7,59.0,4.94,5.01,2.97,3,6,4
8141,1.34,Ideal,E,VVS2,62.6,54.0,7.05,7.07,4.42,4,6,5
8142,0.39,Very Good,G,VS2,63.4,57.0,4.67,4.63,2.95,3,3,3
8143,0.54,Ideal,I,SI1,61.4,56.0,5.25,5.27,3.23,4,1,2
8144,1.72,Ideal,J,SI1,62.0,57.0,7.66,7.62,4.74,4,0,2
8145,1.51,Very Good,E,SI1,62.8,59.0,7.26,7.3,4.57,3,6,2
8146,0.92,Ideal,H,VS2,62.2,55.0,6.21,6.27,3.88,4,2,3
8147,0.4,Good,G,VS1,59.6,61.0,4.8,4.86,2.88,2,3,4
8148,0.31,Very Good,H,VS1,63.1,57.0,4.34,4.31,2.73,3,2,4
8149,1.03,Premium,F,SI2,61.6,58.0,6.43,6.46,3.97,1,4,0
8150,0.3,Ideal,D,SI2,63.0,55.0,4.26,4.25,2.68,4,5,0
8151,0.3,Very Good,D,SI2,62.2,59.0,4.25,4.3,2.66,3,5,0
8152,0.27,Very Good,E,VVS2,63.8,54.0,4.06,4.09,2.6,3,6,5
8153,0.71,Ideal,D,SI2,62.5,57.0,5.7,5.73,3.57,4,5,0
8154,0.53,Ideal,G,IF,61.8,57.0,5.18,5.22,3.21,4,3,7
8155,0.34,Ideal,G,VS2,61.9,55.0,4.53,4.49,2.79,4,3,3
8156,0.23,Good,E,VS1,64.3,59.0,3.84,3.87,2.48,2,6,4
8157,0.3,Ideal,D,SI1,61.9,54.0,4.32,4.34,2.68,4,5,2
8158,0.35,Ideal,G,VS1,62.6,54.0,4.56,4.52,2.84,4,3,4
8159,1.04,Ideal,E,SI1,62.6,53.0,6.49,6.52,4.07,4,6,2
8160,0.51,Ideal,G,VVS2,61.8,56.0,5.11,5.15,3.16,4,3,5
8161,0.34,Premium,G,VS2,60.3,58.0,4.49,4.53,2.72,1,3,3
8162,1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56,4,4,3
8163,0.37,Ideal,E,VS1,61.2,56.0,4.67,4.64,2.85,4,6,4
8164,0.31,Premium,I,VVS2,62.1,58.0,4.37,4.33,2.7,1,1,5
8165,2.08,Premium,H,SI2,59.7,59.0,8.38,8.29,4.98,1,2,0
8166,0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,1,0,2
8167,0.3,Very Good,D,SI1,63.1,56.0,4.28,4.24,2.69,3,5,2
8168,1.38,Premium,J,SI1,59.0,59.0,7.38,7.32,4.34,1,0,2
8169,0.59,Ideal,D,SI1,61.2,56.0,5.43,5.38,3.31,4,5,2
8170,0.42,Premium,E,VS2,60.9,59.0,4.85,4.81,2.94,1,6,3
8171,0.92,Very Good,E,SI1,60.7,59.0,6.25,6.28,3.8,3,6,2
8172,0.9,Good,F,SI1,63.6,59.0,6.07,6.12,3.88,2,4,2
8173,1.04,Very Good,I,SI2,59.6,57.0,6.6,6.62,3.94,3,1,0
8174,1.64,Very Good,G,SI2,60.9,57.0,7.57,7.61,4.62,3,3,0
8175,0.53,Ideal,D,SI2,61.4,56.0,5.24,5.22,3.21,4,5,0
8176,0.71,Ideal,E,VS1,62.0,56.0,5.72,5.74,3.55,4,6,4
8177,0.32,Good,D,SI2,64.1,54.0,4.37,4.34,2.79,2,5,0
8178,1.22,Premium,I,SI1,62.2,57.0,6.87,6.79,4.25,1,1,2
8179,0.32,Ideal,I,VS2,61.5,56.0,4.41,4.4,2.71,4,1,3
8180,0.73,Ideal,D,VS2,61.6,56.0,5.78,5.82,3.57,4,5,3
8181,0.91,Ideal,I,SI2,61.6,57.0,6.23,6.24,3.84,4,1,0
8182,1.0,Ideal,H,SI2,62.0,56.0,6.38,6.43,3.97,4,2,0
8183,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,4,3,6
8184,0.76,Premium,E,SI1,58.3,62.0,6.12,5.95,3.52,1,6,2
8185,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,4,1,2
8186,1.0,Fair,H,VVS2,65.1,57.0,6.27,6.23,4.07,0,2,5
